,Cholesterol,Glucose,HbA1c,HDL Cholesterol,LDL Cholesterol,Triglycerides,Vitamin D,Eosinophil Count,High Light Scatter Retic. Count,Lymphocyte Count,Mean Corpuscular Hemoglobin,Mean Platelet Volume,Monocyte Count,Platelet Count,Red Blood Cell Dist. Width,Red Blood Cell Count,White Blood Count,Bone Mineral Density,Balding Type 1,BMI,Height,Waist-Hip Ratio,Diastolic blood pressure,Systolic Blood Pressure,Edu College,Smoking Status,Autoimmune disease,Allergy Eczema Diagnosed,Asthma Diagnosed,Cardiovascular disease,Dermatology,Diabetes Any Diagnosed,Endocrine Diabetes,High cholesterol,Hypertension Diagnosed,Psoriasis,Respiratory Ent,Type 2 diabetes,Thyroid Any Self Rep,FEV1\FVC Ratio,Forced Vital Capacity,Neuroticism,Chronotype (morning person),Hair Color,Tanning,Childless,Age of Menarche,#Children,Hypothyroidism Self Rep
Waist-Hip Ratio,0.6191134669497984,0.29441400610027313,0.26893072855993316,0.4545717144827237,0.7438648459248117,0.6026704258013597,0.27122032086791137,0.283426107786821,0.7227643023252496,0.818175619544321,0.5488099622876835,0.5869782781159758,0.44823176771740014,0.5202561721890577,0.5746441999025695,0.6978515579861962,0.5938933827831467,0.31617188187913425,0.19039966694937704,0.37998410914096636,0.7348162813997019,1.0,0.5127917665567826,0.5313623577105986,0.35640593978606006,0.4793369585160123,0.4704909470605363,0.5014865288123208,0.5189699099936551,0.6261891864745662,0.41049479075658946,0.3204972311291143,0.4667105975205368,0.5489913236375045,0.5687667912586354,0.5055768196752306,0.29735009951103275,0.36456007038606586,0.4117975828674443,0.44370592704106504,0.3184376595202969,0.2855049461950686,0.20792731743680093,0.17274441181395495,0.6509767960922933,0.19020771752327703,0.426735710907687,0.33493317969866765,0.1334800603092372
Diastolic blood pressure,0.351751668177102,0.2035238230183951,0.41917143867129225,0.24196896697574355,0.39781930736076154,0.39004381809603805,0.5795715340224648,0.4106446242972248,0.435321063859879,0.4905884077480085,0.351112832302776,0.3293437983003529,0.3763155324980282,0.3545402168188374,0.27596618147226215,0.4756200228444424,0.3731871137333864,0.271967122628204,0.3760187815062983,0.3442382784074963,0.3791754171986097,0.5127917665567826,1.0,0.42022275955011423,0.3500937091504266,0.3587194414448801,0.3983139271916374,0.3781216236354905,0.32738735657532547,0.5312872660427077,0.3329254852482859,0.2097547844271488,0.30138526700574564,0.3177444121996249,0.5356430611664349,0.3722608771564273,0.35103094890893227,0.20889754744832423,0.5964588237559505,0.406007011376335,0.49502347380098166,0.5942468146131102,0.3309815002125843,0.5594966031318401,0.352471506245716,0.2280144995038237,0.246172538421229,0.2225966555320742,0.5276665950712806
Systolic Blood Pressure,0.4726864107121842,0.3101003635593983,0.10686359264752598,0.5194571506633832,0.44468618043282915,0.5726226885861316,0.36214826914889775,0.2691960781424598,0.4395169197993102,0.5265016577312239,0.45533858395997184,0.5111895548414036,0.5812491029429566,0.37786863754643274,0.41741942332184745,0.49857725422624766,0.5916259427019339,0.3726745769451588,0.26495366076149574,0.43380398548127985,0.4856186591251406,0.5313623577105986,0.42022275955011423,1.0,0.2250229772709884,0.3375235039828035,0.33019144941415124,0.6233465705109065,0.5050235129366836,0.7693534065799499,0.5131325265194634,0.29899893908382746,0.4513050908999581,0.3151256186400202,0.7471787105419635,0.5953272028486509,0.07786962178169221,0.3097573225611264,0.29222427286237296,0.3301087957049966,0.6120725256043041,0.12660786490591303,0.5248320777709169,0.283716463519176,0.40657654765518947,0.13994936950480197,0.35731732404358274,0.2719243674348448,0.14777151947491718
Edu College,0.25636164359994196,0.45373255060494455,0.43083946796074835,0.27560471616936466,0.46617569062782993,0.2706829428544524,0.5236241819201582,0.5912739989418822,0.4144867847228879,0.32325861391925426,0.2438111680866819,0.3657562601664708,0.1867529243208288,0.1771952586089922,0.2788685096448148,0.3488697725255764,0.3415738830656545,0.1777957727144448,0.4957692862223434,0.4858850821919187,0.3522627005215402,0.35640593978606006,0.3500937091504266,0.2250229772709884,1.0,0.3228390353735936,0.44409950000757936,0.17715948595679343,0.20909485564505514,0.23926148876054965,0.2473457037997474,0.4001482816315356,0.38936834432721523,0.43019030462991714,0.16041414879004012,0.4468635862092838,0.19948727228561625,0.2876392067542253,0.5016865604982845,0.3831007443955221,0.294970849653437,0.22829589098483272,0.24475155967730966,0.41897766456179075,0.194573874338136,0.18326529784547074,0.14897359150060607,0.28030685495884666,0.45584860856278986
Smoking Status,0.31708849685912943,0.34447439776896327,0.32492708519896984,0.2674741992630556,0.3079392753719019,0.3962466933406058,0.440750437930295,0.3480486408147082,0.3982124071649804,0.47349546597560144,0.3848311201383635,0.22173147687260653,0.3088254581936296,0.2952357182595835,0.30955355966055476,0.3875797276584172,0.27730379050055154,0.36633968089329083,0.31573432606358054,0.4209927952004987,0.40956135865703125,0.4793369585160123,0.3587194414448801,0.3375235039828035,0.3228390353735936,1.0,0.4704808173898263,0.32239173150466294,0.3181864335300706,0.38095135664326585,0.41552560732522315,0.2250081653747933,0.23719913621104838,0.3752069547378726,0.3556295653389938,0.3199515281202069,0.284515568579086,0.3709353655503247,0.4135037741522396,0.32358609463581534,0.2991222285561739,0.374947421520625,0.2175141745250846,0.28861482151371387,0.46537681848351764,0.16208018938559865,0.49487936945878275,0.3724935413150601,0.24888520844228035
Autoimmune disease,0.5268577485584292,0.3559844448208629,0.37797627758508534,0.42077564070030493,0.4974835609903623,0.42269693062884195,0.4543015021424026,0.5207780315644093,0.49425486158263543,0.5099983556822019,0.3467065508989504,0.39551115030434236,0.4283948703457169,0.429465941469684,0.3671813448161805,0.40859975463247133,0.38030038935139077,0.4284294537625253,0.4249587636315011,0.45947066168150563,0.5209881913716096,0.4704909470605363,0.3983139271916374,0.33019144941415124,0.44409950000757936,0.4704808173898263,1.0,0.4105918253245473,0.4551078469743306,0.39000710183077436,0.4386398085707499,0.29894549105665136,0.2890169238953604,0.28601037220287784,0.3172491289917443,0.4196083600758578,0.4429362720526603,0.24077538008292432,0.5777214524819361,0.3639577816642805,0.414896031595023,0.30175516628351307,0.2215324285870166,0.36870879189866823,0.38986776018177105,0.3537249382791994,0.35195745794425837,0.5326701357717388,0.3726496806266655
Allergy Eczema Diagnosed,0.6699987398147583,0.24062606523713925,0.24826416758550995,0.5220918645280944,0.4961203811235019,0.4909559051268033,0.2434204469053658,0.39236854256792375,0.365450512532981,0.7478506291273034,0.576799113557298,0.4237031889649423,0.8137118578124909,0.7718594979359652,0.34283394227218955,0.4384963517125311,0.6765199158274846,0.4280911658432631,0.39672521102378666,0.39551284430719935,0.5011610927627453,0.5014865288123208,0.3781216236354905,0.6233465705109065,0.17715948595679343,0.32239173150466294,0.4105918253245473,1.0,0.8363481119958703,0.7198958504609659,0.6635115752520874,0.19282866297371837,0.3791701407730188,0.3148570893298912,0.7312528472911803,0.5284596004556814,0.3843803700960746,0.1942205771774883,0.3065027569364511,0.21460882827110028,0.5697804835278503,0.23545236198732666,0.41156191355933314,0.2528150215641689,0.4322611112403636,0.2342228636160386,0.35596058760204285,0.32661502289389444,0.0831406383399943
Asthma Diagnosed,0.7569001093620846,0.27786471440678984,0.2652268520873935,0.47150024124662737,0.5587817213961311,0.5697518036442666,0.1902908337285235,0.34046715387246307,0.3625518674862527,0.7449059685778803,0.5728783264296552,0.46728119762751263,0.7423337478538039,0.8056440281985449,0.3786709648710167,0.4308279790317957,0.6569408617812716,0.41172243642647066,0.41825236027839185,0.3172519822283517,0.5911021953128928,0.5189699099936551,0.32738735657532547,0.5050235129366836,0.20909485564505514,0.3181864335300706,0.4551078469743306,0.8363481119958703,1.0,0.6530077203272717,0.5763400055434411,0.25332871538543744,0.3359031664284915,0.31550249506765526,0.5903437612263436,0.4135597507524338,0.4610232225268346,0.2374008541244127,0.34783246206352647,0.20473613171034588,0.4263881223845811,0.24207759989415512,0.3179692782961563,0.2236516912557711,0.5205850692854733,0.27952244433358153,0.4586370587851565,0.5027936548917247,0.10136455049243043
Cardiovascular disease,0.604249848767492,0.32100454369962583,0.16099450693968764,0.4932712783365796,0.5810784823597757,0.6212108331722327,0.3391368927210858,0.32882789969418313,0.5444370950082807,0.6936591735833776,0.5200428436953235,0.5254056518242981,0.6851807919983128,0.6190803261405323,0.3669082825913613,0.5886042312452736,0.6476088165282216,0.4011700740582085,0.3431031058563254,0.5083854219457765,0.5513001677489295,0.6261891864745662,0.5312872660427077,0.7693534065799499,0.23926148876054965,0.38095135664326585,0.39000710183077436,0.7198958504609659,0.6530077203272717,1.0,0.5314117777346421,0.24866141051511725,0.4491813909628115,0.3504821441772712,0.8231098068952591,0.579811974896606,0.24336045299260367,0.2446322838554531,0.3891918102758799,0.3473840239922392,0.6141398652610027,0.23524521879695226,0.48413291969550576,0.3345951743315978,0.4780545081432742,0.18364528263459579,0.40635750487444056,0.3532933486715013,0.10669619679037756
Dermatology,0.44661052433026316,0.23848975167861286,0.3475175429427071,0.5018790869216998,0.45517698869468526,0.39170612048931,0.3398510001391002,0.31888373552821503,0.47601618410335256,0.5728171607760085,0.46278760809921415,0.5011695621166259,0.5819513804774552,0.4995857975203426,0.4434598811763727,0.3628835020448449,0.5811113379452931,0.44456981363794945,0.3225388710171908,0.3655808631112101,0.2898044840948544,0.41049479075658946,0.3329254852482859,0.5131325265194634,0.2473457037997474,0.41552560732522315,0.4386398085707499,0.6635115752520874,0.5763400055434411,0.5314117777346421,1.0,0.15935830937830708,0.43131824634664195,0.3284178751918998,0.5806191776044852,0.6568430062945146,0.2683621690666682,0.2083893001804743,0.22132994605657874,0.2406253331531163,0.4497560026853741,0.20381943547990367,0.4407416708485068,0.24367529011118516,0.3628802552581831,0.24676063710116247,0.27497941652925784,0.34632714496107,0.0632369454923658
Diabetes Any Diagnosed,0.42416435406147524,0.38541989927252485,0.2740371778106655,0.3286882266528517,0.5000599826506046,0.2692344118187894,0.2605510963116513,0.23563656568695102,0.3138067422966039,0.2597479299234874,0.13433428459967134,0.279791103594379,0.17260473357343153,0.27751665027124595,0.3748891938483213,0.3829941237725121,0.2478874405244731,0.09133618220116813,0.3502392982801946,0.38924638399868083,0.3943663394790726,0.3204972311291143,0.2097547844271488,0.29899893908382746,0.4001482816315356,0.2250081653747933,0.29894549105665136,0.19282866297371837,0.25332871538543744,0.24866141051511725,0.15935830937830708,1.0,0.30324102087647997,0.41672623986331225,0.22807350863659492,0.3008691987199552,0.18397931517366684,0.4069807125561161,0.44004343540065394,0.3766002965488069,0.21186693466409579,0.25857450339156884,0.12000670764233068,0.2373724957846749,0.4131284053547917,0.11985192252057353,0.33289497991675154,0.333569090849961,0.34455954407261213
Endocrine Diabetes,0.31530632360224864,0.6335281258107007,0.18556509300187862,0.3342310350907729,0.5570208124569825,0.38372592278441264,0.36622932298833577,0.21664917621389812,0.5765283228199505,0.5089570226735962,0.21519113800660328,0.5202522839876096,0.31070383190106554,0.27131385580579725,0.3273480834908131,0.42291644704695575,0.5493642802167512,0.12551357472816438,0.13330291654718074,0.5071687832963622,0.3832303215715416,0.4667105975205368,0.30138526700574564,0.4513050908999581,0.38936834432721523,0.23719913621104838,0.2890169238953604,0.3791701407730188,0.3359031664284915,0.4491813909628115,0.43131824634664195,0.30324102087647997,1.0,0.5498904210122066,0.40993148058328654,0.5097382539512886,0.13799267146548944,0.30814321454298677,0.17948907425471705,0.49662031258444317,0.36082210651641455,0.10572802553603244,0.5360328492124491,0.30733482817686486,0.30602849570683355,0.09539371428186139,0.2572277192521568,0.17761200949275002,0.04608860548546034
High cholesterol,0.3466847041132666,0.4713204658397374,0.3059245170214324,0.39787576834294935,0.6362630696654327,0.4328577036250243,0.2760607247185385,0.20800628599868742,0.5525322381439828,0.57467817088762,0.22061415612631996,0.38723581343871594,0.23574106865478883,0.36738360884406784,0.45845294861427743,0.5897254701787693,0.43722155678327335,0.09231398279623626,0.2175424872352113,0.2487221375421791,0.46185599040083014,0.5489913236375045,0.3177444121996249,0.3151256186400202,0.43019030462991714,0.3752069547378726,0.28601037220287784,0.3148570893298912,0.31550249506765526,0.3504821441772712,0.3284178751918998,0.41672623986331225,0.5498904210122066,1.0,0.37560221423085594,0.4408835341740711,0.2500206908568203,0.4820771613938388,0.31672603355085527,0.4471964598859255,0.15198276817102085,0.28234079760009767,0.1506901547176802,0.19185338976735622,0.5088521341368203,0.1264071521789345,0.404800689886323,0.2281744554112849,0.11766771980604851
Hypertension Diagnosed,0.5289874187387003,0.18976236993063578,0.2559101212243132,0.5118100525108663,0.4506003516011061,0.5379810420060925,0.40865739665587597,0.28119007897326775,0.44590534714573415,0.6681052371001598,0.5306635169751767,0.4295896810422237,0.7004783727675775,0.5502651930179848,0.40622245596302875,0.5322486519940716,0.6012597478876806,0.33257288333700674,0.3272468922939369,0.41007055322730257,0.3913776820331121,0.5687667912586354,0.5356430611664349,0.7471787105419635,0.16041414879004012,0.3556295653389938,0.3172491289917443,0.7312528472911803,0.5903437612263436,0.8231098068952591,0.5806191776044852,0.22807350863659492,0.40993148058328654,0.37560221423085594,1.0,0.5589895378061167,0.2947063485518555,0.2197166368580029,0.34580351137479726,0.26280551149457865,0.6156557215887035,0.4189848972043456,0.49386616758645097,0.31663677797074263,0.4377837810025209,0.12061758506870934,0.2974142307045138,0.20835811786973035,0.1519712003405309
Psoriasis,0.4184099740828602,0.2814328524480092,0.2712294019819268,0.48435867349898487,0.48525515062004154,0.5018575187832878,0.46452031991562026,0.44241628473589834,0.5753212241109132,0.57440695483691,0.48299254207142606,0.5873059737210614,0.4296062603566084,0.4011768287374511,0.30670098108747357,0.3985270250836117,0.6093138322022883,0.3159071386772748,0.3804307714345101,0.47318403755056715,0.45594553596273224,0.5055768196752306,0.3722608771564273,0.5953272028486509,0.4468635862092838,0.3199515281202069,0.4196083600758578,0.5284596004556814,0.4135597507524338,0.579811974896606,0.6568430062945146,0.3008691987199552,0.5097382539512886,0.4408835341740711,0.5589895378061167,1.0,0.2399557484409377,0.1729496055758858,0.4288324200679343,0.4286800409230507,0.5251358780510734,0.27526129014166356,0.41252650346025077,0.37965699957767995,0.34249177494550065,0.19008395346273543,0.25589270549597476,0.2674853108698094,0.28119660222446186
Respiratory Ent,0.4253777717196858,0.2323879632897694,0.4034083921919863,0.26047194221133985,0.2369570265267542,0.3167478081773468,0.2076345452599513,0.3388527536062129,0.25215322441715404,0.386939040972768,0.3619947424613994,0.1911723850368604,0.4361658341550939,0.5076088205029324,0.21411381988666256,0.29784072784338633,0.24301115042979882,0.41858207830266614,0.3405944090936801,0.16225263132690848,0.3984045345463523,0.29735009951103275,0.35103094890893227,0.07786962178169221,0.19948727228561625,0.284515568579086,0.4429362720526603,0.3843803700960746,0.4610232225268346,0.24336045299260367,0.2683621690666682,0.18397931517366684,0.13799267146548944,0.2500206908568203,0.2947063485518555,0.2399557484409377,1.0,0.12103013199490287,0.4563410532802086,0.2554322151768229,0.21978406029199937,0.5120680875447969,0.09378124661321352,0.39736356631720327,0.3185220847369945,0.3884196033371212,0.37546165654842034,0.5179427157227217,0.39012656572106286
Type 2 diabetes,0.3355271155026396,0.3146959435771921,0.24013506019861885,0.31802970178663226,0.4637490258912629,0.37252838072801087,0.21557979735007915,0.1397361863329163,0.3759073074449093,0.27735287240969553,0.16208514628199178,0.2890872801594635,0.2096868522178823,0.2423767923703093,0.44273824739392653,0.45817004849818443,0.3028588918448666,0.23456518924708125,0.13165018264005557,0.2738189349947239,0.34596844558792794,0.36456007038606586,0.20889754744832423,0.3097573225611264,0.2876392067542253,0.3709353655503247,0.24077538008292432,0.1942205771774883,0.2374008541244127,0.2446322838554531,0.2083893001804743,0.4069807125561161,0.30814321454298677,0.4820771613938388,0.2197166368580029,0.1729496055758858,0.12103013199490287,1.0,0.2178544460032119,0.24591683077231385,0.1193576326741731,0.12410356649850462,0.26595482359778966,0.14521945120687163,0.3769180652264229,0.0883254024452308,0.4191879789483608,0.27992619951802733,0.1088732872566216
Thyroid Any Self Rep,0.40410702863173986,0.34275164525506585,0.5309838257437008,0.19953631308142505,0.42487918286670445,0.36622821237028913,0.5748972228584655,0.6672657362038211,0.32284446305630177,0.39123219876391935,0.2890132992250811,0.2377996374841086,0.3583472406097853,0.39254950593852245,0.2705612578865453,0.30595986393325003,0.2944522012448546,0.15605444602726537,0.6796312735384381,0.4173120445648393,0.44846661684621114,0.4117975828674443,0.5964588237559505,0.29222427286237296,0.5016865604982845,0.4135037741522396,0.5777214524819361,0.3065027569364511,0.34783246206352647,0.3891918102758799,0.22132994605657874,0.44004343540065394,0.17948907425471705,0.31672603355085527,0.34580351137479726,0.4288324200679343,0.4563410532802086,0.2178544460032119,1.0,0.42540786548241183,0.5125880069033285,0.5785247821016825,0.17092446011479345,0.5941964914343677,0.4289453693777584,0.27933905005012016,0.3050709604311431,0.3926947765919564,0.7901351300936106
FEV1\FVC Ratio,0.26604164584038736,0.45096427554716123,0.30674294387801526,0.2703698239273056,0.4290368977182021,0.3880502741019042,0.3136982835158765,0.3780364381379818,0.5423081983501812,0.38056474186860934,0.2642190736486135,0.3966640893863016,0.2015727139797142,0.23600523025122,0.31284479145430333,0.38150459528011815,0.3407679547285589,0.23612817752789916,0.26464784193958635,0.4006222051168751,0.5061635269136784,0.44370592704106504,0.406007011376335,0.3301087957049966,0.3831007443955221,0.32358609463581534,0.3639577816642805,0.21460882827110028,0.20473613171034588,0.3473840239922392,0.2406253331531163,0.3766002965488069,0.49662031258444317,0.4471964598859255,0.26280551149457865,0.4286800409230507,0.2554322151768229,0.24591683077231385,0.42540786548241183,1.0,0.3179793171623153,0.30727574504107336,0.28581947075598224,0.3090937673915717,0.3584476059532615,0.20702680501655313,0.35873182689240946,0.1618946755911378,0.3069000346794142
Forced Vital Capacity,0.34914198414548536,0.3359012248210854,0.2746616882639423,0.32692695007594397,0.31969191916866113,0.3720219763411776,0.5869935886777964,0.6010878213006317,0.31729724937165305,0.4166615504776243,0.35965268322933786,0.3423712356047862,0.6438699583606416,0.3721102233647464,0.18009903347024914,0.301736674352187,0.48175778560668536,0.27412471483444256,0.559960569331713,0.445140797501288,0.28294073459180025,0.3184376595202969,0.49502347380098166,0.6120725256043041,0.294970849653437,0.2991222285561739,0.414896031595023,0.5697804835278503,0.4263881223845811,0.6141398652610027,0.4497560026853741,0.21186693466409579,0.36082210651641455,0.15198276817102085,0.6156557215887035,0.5251358780510734,0.21978406029199937,0.1193576326741731,0.5125880069033285,0.3179793171623153,1.0,0.31344339886324346,0.41767201949387833,0.6207431290494106,0.18725882500316493,0.1292829396129911,0.20865482179423245,0.25817486786529165,0.42409206776104724
Neuroticism,0.2458793837542007,0.1599020758174945,0.47107974186762,0.13048227460353,0.208527660295449,0.19480779571422435,0.4687415834946691,0.3025016269196166,0.21064630545081375,0.3198313581328901,0.24432319918808254,0.08179616693042746,0.22114286447894194,0.25346430579729806,0.19542697429636302,0.20848132240779305,0.1993014630210317,0.10175658628426199,0.38409330371725936,0.2574051329033158,0.19683518852783555,0.2855049461950686,0.5942468146131102,0.12660786490591303,0.22829589098483272,0.374947421520625,0.30175516628351307,0.23545236198732666,0.24207759989415512,0.23524521879695226,0.20381943547990367,0.25857450339156884,0.10572802553603244,0.28234079760009767,0.4189848972043456,0.27526129014166356,0.5120680875447969,0.12410356649850462,0.5785247821016825,0.30727574504107336,0.31344339886324346,1.0,0.1562585802342964,0.4974598424609896,0.35148462895438426,0.1661256328413232,0.20992943029532618,0.17962186452883888,0.6391464309563448
Chronotype (morning person),0.20407461161860452,0.337655390269636,0.17401868104385432,0.29333166080714945,0.25140122397015763,0.2486623582274906,0.5331084313297832,0.22541239100887833,0.274190915788038,0.2855482480238527,0.2639505270740903,0.3828055560046717,0.35723960621761974,0.21042552717030993,0.17251443444803227,0.21137692244882733,0.524252626002029,0.2611024815201748,0.23212882677268554,0.5499129105571383,0.1433734198963429,0.20792731743680093,0.3309815002125843,0.5248320777709169,0.24475155967730966,0.2175141745250846,0.2215324285870166,0.41156191355933314,0.3179692782961563,0.48413291969550576,0.4407416708485068,0.12000670764233068,0.5360328492124491,0.1506901547176802,0.49386616758645097,0.41252650346025077,0.09378124661321352,0.26595482359778966,0.17092446011479345,0.28581947075598224,0.41767201949387833,0.1562585802342964,1.0,0.4278791793481893,0.1194842895429552,0.03105383647489013,0.07846114123140191,0.13478077879255357,0.17262589331544287
Hair Color,0.17388186302279274,0.3000922984794847,0.4487013530777004,0.13282329094787637,0.2453801057659889,0.2076238003101798,0.6756493155953534,0.5062429395825135,0.28279696473452043,0.22740785118951634,0.1919490682541044,0.25753038408566264,0.29225784756073925,0.13809307081718347,0.11626451415781902,0.17816089302834037,0.3216656949558294,0.18904199832050395,0.5012612434089374,0.36850552065221387,0.15583987979535308,0.17274441181395495,0.5594966031318401,0.283716463519176,0.41897766456179075,0.28861482151371387,0.36870879189866823,0.2528150215641689,0.2236516912557711,0.3345951743315978,0.24367529011118516,0.2373724957846749,0.30733482817686486,0.19185338976735622,0.31663677797074263,0.37965699957767995,0.39736356631720327,0.14521945120687163,0.5941964914343677,0.3090937673915717,0.6207431290494106,0.4974598424609896,0.4278791793481893,1.0,0.1959766310581752,0.1468458442802838,0.19386190998910435,0.25770519592101304,0.6564180873627673
Tanning,0.643131710073748,0.3496943814240465,0.277307519066021,0.4557753918779339,0.6296462202490917,0.5151684586744633,0.11589488440850393,0.1319125240162632,0.4910377986233194,0.6289773432768946,0.47384867146495013,0.3576930214710303,0.35184965516806543,0.47608194810297655,0.6320762079954699,0.5295072767443938,0.43902276853973754,0.226424299756117,0.21611315554819788,0.3026068991867521,0.5960004779299856,0.6509767960922933,0.352471506245716,0.40657654765518947,0.194573874338136,0.46537681848351764,0.38986776018177105,0.4322611112403636,0.5205850692854733,0.4780545081432742,0.3628802552581831,0.4131284053547917,0.30602849570683355,0.5088521341368203,0.4377837810025209,0.34249177494550065,0.3185220847369945,0.3769180652264229,0.4289453693777584,0.3584476059532615,0.18725882500316493,0.35148462895438426,0.1194842895429552,0.1959766310581752,1.0,0.19952372827998843,0.54435647327688,0.4269117170746677,0.11298345467159021
Childless,0.30528441359691094,0.11662583512096258,0.17311234988658275,0.21816824322836648,0.19761391099010428,0.2598827441682081,0.09955360939827718,0.13045711734115162,0.2093612603899383,0.2517777964675313,0.20517018556105038,0.19634341805535582,0.20735542884730296,0.27298616892133,0.18776188576158614,0.1920628394638484,0.12471722542683783,0.4072000912985012,0.15393266972779007,0.08986982977898716,0.2982659412522872,0.19020771752327703,0.2280144995038237,0.13994936950480197,0.18326529784547074,0.16208018938559865,0.3537249382791994,0.2342228636160386,0.27952244433358153,0.18364528263459579,0.24676063710116247,0.11985192252057353,0.09539371428186139,0.1264071521789345,0.12061758506870934,0.19008395346273543,0.3884196033371212,0.0883254024452308,0.27933905005012016,0.20702680501655313,0.1292829396129911,0.1661256328413232,0.03105383647489013,0.1468458442802838,0.19952372827998843,1.0,0.33049318643739234,0.38066955634637745,0.16588673943914833
Age of Menarche,0.4974979745628373,0.269157823097547,0.1962567212961126,0.369330516951498,0.3839432883891257,0.5029752086093866,0.09496320264237124,0.19960080644953182,0.4560608517372895,0.44832436269692655,0.35859304264966396,0.3739215797371356,0.3253970894365388,0.5040994518300019,0.4029519533191446,0.5181682922688917,0.2958511307969385,0.5093650688245319,0.16226764647120673,0.1680400051313632,0.5722390637699852,0.426735710907687,0.246172538421229,0.35731732404358274,0.14897359150060607,0.49487936945878275,0.35195745794425837,0.35596058760204285,0.4586370587851565,0.40635750487444056,0.27497941652925784,0.33289497991675154,0.2572277192521568,0.404800689886323,0.2974142307045138,0.25589270549597476,0.37546165654842034,0.4191879789483608,0.3050709604311431,0.35873182689240946,0.20865482179423245,0.20992943029532618,0.07846114123140191,0.19386190998910435,0.54435647327688,0.33049318643739234,1.0,0.5702172868416496,0.10860563179914273
#Children,0.5602206372077785,0.3691406954830302,0.265521445817298,0.34168372814474113,0.4277675460164281,0.401095773494771,0.21286121782141598,0.33501064315375606,0.3680655091412026,0.3378713105070127,0.32882010301806663,0.37185137114671973,0.4087372830634992,0.5154689569767844,0.3719991739124252,0.4363747609071198,0.3054485276908281,0.47180452098103576,0.3502791200775621,0.2887648722151288,0.478292737501089,0.33493317969866765,0.2225966555320742,0.2719243674348448,0.28030685495884666,0.3724935413150601,0.5326701357717388,0.32661502289389444,0.5027936548917247,0.3532933486715013,0.34632714496107,0.333569090849961,0.17761200949275002,0.2281744554112849,0.20835811786973035,0.2674853108698094,0.5179427157227217,0.27992619951802733,0.3926947765919564,0.1618946755911378,0.25817486786529165,0.17962186452883888,0.13478077879255357,0.25770519592101304,0.4269117170746677,0.38066955634637745,0.5702172868416496,1.0,0.1947543809970006
Hypothyroidism Self Rep,0.11751413588152859,0.16676092771688023,0.5250123264388545,0.030685477951565066,0.13284517920408412,0.1500643562372721,0.6049950395633091,0.5663043371180986,0.1123773718932014,0.09465330703096975,0.13308951219092302,0.11799287141682324,0.14713418115723598,0.09956490576035004,0.09730053672054284,0.08264771045629737,0.11512890567631584,0.07903550957211736,0.5846701626478914,0.2744282170624295,0.171580806461045,0.1334800603092372,0.5276665950712806,0.14777151947491718,0.45584860856278986,0.24888520844228035,0.3726496806266655,0.0831406383399943,0.10136455049243043,0.10669619679037756,0.0632369454923658,0.34455954407261213,0.04608860548546034,0.11766771980604851,0.1519712003405309,0.28119660222446186,0.39012656572106286,0.1088732872566216,0.7901351300936106,0.3069000346794142,0.42409206776104724,0.6391464309563448,0.17262589331544287,0.6564180873627673,0.11298345467159021,0.16588673943914833,0.10860563179914273,0.1947543809970006,1.0
